
785, 64751 
800, 64736 
804, 64732 
794, 64742 
801, 64735 
791, 64745 
786, 64750 
797, 64739 
771, 64765 
756, 64780 
761, 64775 
765, 64771 
743, 64793 
743, 64793 
713, 64823 
709, 64827 
689, 64847 
665, 64871 
656, 64880 
668, 64868 
675, 64861 
676, 64860 
659, 64877 
675, 64861 
670, 64866 
633, 64903 
629, 64907 
607, 64929 
628, 64908 
622, 64914 
616, 64920 
616, 64920 
595, 64941 
597, 64939 
617, 64919 
645, 64891 
675, 64861 
649, 64887 
642, 64894 
637, 64899 
643, 64893 
638, 64898 
611, 64925 
620, 64916 
617, 64919 
599, 64937 
590, 64946 
604, 64932 
595, 64941 
601, 64935 
608, 64928 
632, 64904 
648, 64888 
651, 64885 
657, 64879 
663, 64873 
673, 64863 
670, 64866 
658, 64878 
638, 64898 
646, 64890 
647, 64889 
669, 64867 
635, 64901 
613, 64923 
615, 64921 
617, 64919 
613, 64923 
626, 64910 
614, 64922 
619, 64917 
632, 64904 
625, 64911 
621, 64915 
623, 64913 
647, 64889 
648, 64888 
657, 64879 
645, 64891 
639, 64897 
644, 64892 
640, 64896 
636, 64900 
617, 64919 
615, 64921 
605, 64931 
619, 64917 
631, 64905 
640, 64896 
639, 64897 
620, 64916 
630, 64906 
632, 64904 
623, 64913 
597, 64939 
614, 64922 
611, 64925 
607, 64929 
598, 64938 
581, 64955 
596, 64940 
589, 64947 
585, 64951 
592, 64944 
570, 64966 
592, 64944 
608, 64928 
600, 64936 
597, 64939 
588, 64948 
607, 64929 
590, 64946 
585, 64951 
568, 64968 
574, 64962 
558, 64978 
549, 64987 
556, 64980 
555, 64981 
562, 64974 
544, 64992 
538, 64998 
535, 65001 
540, 64996 
552, 64984 
546, 64990 
545, 64991 
571, 64965 
583, 64953 
591, 64945 
607, 64929 
601, 64935 
614, 64922 
630, 64906 
603, 64933 
588, 64948 
608, 64928 
611, 64925 
606, 64930 
622, 64914 
613, 64923 
613, 64923 
615, 64921 
604, 64932 
601, 64935 
587, 64949 
622, 64914 
662, 64874 
634, 64902 
614, 64922 
628, 64908 
617, 64919 
640, 64896 
658, 64878 
653, 64883 
621, 64915 
625, 64911 
621, 64915 
614, 64922 
599, 64937 
623, 64913 
619, 64917 
603, 64933 
594, 64942 
590, 64946 
592, 64944 
570, 64966 
595, 64941 
580, 64956 
572, 64964 
551, 64985 
547, 64989 
576, 64960 
587, 64949 
577, 64959 
567, 64969 
565, 64971 
588, 64948 
544, 64992 
526, 65010 
553, 64983 
544, 64992 
548, 64988 
539, 64997 
550, 64986 
558, 64978 
556, 64980 
568, 64968 
569, 64967 
551, 64985 
559, 64977 
554, 64982 
531, 65005 
530, 65006 
539, 64997 
564, 64972 
562, 64974 
544, 64992 
538, 64998 
535, 65001 
544, 64992 
541, 64995 
531, 65005 
516, 65020 
515, 65021 
495, 65041 
502, 65034 
504, 65032 
514, 65022 
516, 65020 
504, 65032 
542, 64994 
521, 65015 
527, 65009 
549, 64987 
550, 64986 
548, 64988 
538, 64998 
540, 64996 
545, 64991 
554, 64982 
559, 64977 
543, 64993 
549, 64987 
537, 64999 
546, 64990 
572, 64964 
583, 64953 
570, 64966 
563, 64973 
579, 64957 
571, 64965 
546, 64990 
581, 64955 
558, 64978 
548, 64988 
552, 64984 
551, 64985 
561, 64975 
543, 64993 
573, 64963 
597, 64939 
578, 64958 
583, 64953 
572, 64964 
566, 64970 
568, 64968 
597, 64939 
570, 64966 
582, 64954 
588, 64948 
599, 64937 
591, 64945 
599, 64937 
563, 64973 
573, 64963 
578, 64958 
563, 64973 
553, 64983 
571, 64965 
576, 64960 
593, 64943 
590, 64946 
560, 64976 
559, 64977 
559, 64977 
555, 64981 
559, 64977 
576, 64960 
555, 64981 
553, 64983 
564, 64972 
556, 64980 
547, 64989 
553, 64983 
550, 64986 
524, 65012 
542, 64994 
542, 64994 
543, 64993 
524, 65012 
520, 65016 
516, 65020 
512, 65024 
471, 65065 
460, 65076 
468, 65068 
458, 65078 
463, 65073 
465, 65071 
477, 65059 
477, 65059 
472, 65064 
474, 65062 
456, 65080 
463, 65073 
458, 65078 
439, 65097 
438, 65098 
435, 65101 
443, 65093 
457, 65079 
458, 65078 
462, 65074 
453, 65083 
449, 65087 
445, 65091 
464, 65072 
470, 65066 
466, 65070 
471, 65065 
479, 65057 
471, 65065 
492, 65044 
495, 65041 
494, 65042 
511, 65025 
510, 65026 
502, 65034 
481, 65055 
473, 65063 
492, 65044 
491, 65045 
518, 65018 
533, 65003 
536, 65000 
533, 65003 
547, 64989 
525, 65011 
535, 65001 
530, 65006 
529, 65007 
517, 65019 
512, 65024 
521, 65015 
514, 65022 
503, 65033 
482, 65054 
514, 65022 
523, 65013 
532, 65004 
512, 65024 
524, 65012 
536, 65000 
512, 65024 
502, 65034 
511, 65025 
516, 65020 
525, 65011 
539, 64997 
543, 64993 
546, 64990 
551, 64985 
552, 64984 
555, 64981 
544, 64992 
542, 64994 
543, 64993 
534, 65002 
518, 65018 
505, 65031 
514, 65022 
521, 65015 
547, 64989 
576, 64960 
577, 64959 
573, 64963 
566, 64970 
556, 64980 
563, 64973 
569, 64967 
567, 64969 
576, 64960 
573, 64963 
580, 64956 
577, 64959 
568, 64968 
583, 64953 
575, 64961 
584, 64952 
597, 64939 
563, 64973 
579, 64957 
581, 64955 
603, 64933 
592, 64944 
569, 64967 
569, 64967 
526, 65010 
531, 65005 
525, 65011 
504, 65032 
526, 65010 
510, 65026 
511, 65025 
505, 65031 
515, 65021 
526, 65010 
519, 65017 
503, 65033 
487, 65049 
472, 65064 
484, 65052 
470, 65066 
472, 65064 
459, 65077 
487, 65049 
518, 65018 
525, 65011 
528, 65008 
522, 65014 
544, 64992 
560, 64976 
554, 64982 
543, 64993 
534, 65002 
540, 64996 
519, 65017 
533, 65003 
531, 65005 
504, 65032 
488, 65048 
458, 65078 
457, 65079 
476, 65060 
481, 65055 
490, 65046 
506, 65030 
500, 65036 
531, 65005 
551, 64985 
535, 65001 
